From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A370TT82	A0A370TT82	unreviewed	A0A370TT82_9HELO	Spherulin 4-like cell surface protein	BP5553_03075	Venustampulla echinocandica	304
E9FC28	E9FC28	unreviewed	E9FC28_METRA	Cell surface protein	MAA_09827	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23))	323
A0A420HX02	A0A420HX02	unreviewed	A0A420HX02_9PEZI	Spherulin-4	OnM2_037017	Erysiphe neolycopersici	253
A0A1B8GSL1	A0A1B8GSL1	unreviewed	A0A1B8GSL1_9PEZI	SCP domain-containing protein	VE01_03435	Pseudogymnoascus verrucosus	220
A0A436ZUH8	A0A436ZUH8	unreviewed	A0A436ZUH8_9PEZI	SCP domain-containing protein	DFL_006802	Arthrobotrys flagrans	195
A0A1W5CT04	A0A1W5CT04	unreviewed	A0A1W5CT04_9LECA	Cysteine-rich secretory protein, allergen V5/Tpx-1-related		Lasallia pustulata	235
A0A2B7XNX3	A0A2B7XNX3	unreviewed	A0A2B7XNX3_9EURO	SCP domain-containing protein	AJ79_05344	Helicocarpus griseus UAMH5409	311
K1WXL2	K1WXL2	unreviewed	K1WXL2_MARBU	Extracellular SCP domain protein Pry1	MBM_04864	Marssonina brunnea f. sp. multigermtubi (strain MB_m1) (Marssonina leaf spot fungus)	225
A0A4U0XF57	A0A4U0XF57	unreviewed	A0A4U0XF57_9PEZI	Copper transport protein	B0A49_04047	Cryomyces minteri	424
A0A0D2C558	A0A0D2C558	unreviewed	A0A0D2C558_9EURO	Copper acquisition factor BIM1-like domain-containing protein	PV06_03358	Exophiala oligosperma	234
A0A6A6RIS1	A0A6A6RIS1	unreviewed	A0A6A6RIS1_9PLEO	Copper acquisition factor BIM1-like domain-containing protein	P280DRAFT_369272	Massarina eburnea CBS 473.64	204
A0A178F5C7	A0A178F5C7	unreviewed	A0A178F5C7_TRIRU	Tryptophan dimethylallyltransferase	A7C99_0757	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	694
C1HC21	C1HC21	unreviewed	C1HC21_PARBA	Copper acquisition factor BIM1-like domain-containing protein	PAAG_08312	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	204
A0A6A7B452	A0A6A7B452	unreviewed	A0A6A7B452_9PLEO	FAD binding domain-containing protein	T440DRAFT_110761	Plenodomus tracheiphilus IPT5	533
A0A6A5RB18	A0A6A5RB18	unreviewed	A0A6A5RB18_9PLEO	FAD binding domain-containing protein	M421DRAFT_424609	Didymella exigua CBS 183.55	528
B6QW94	B6QW94	unreviewed	B6QW94_TALMQ	FAD binding domain protein	PMAA_014820	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	493
A0A1S9RBA2	A0A1S9RBA2	unreviewed	A0A1S9RBA2_PENBI	FAD binding domain protein	PEBR_37413	Penicillium brasilianum	657
A0A1F5L652	A0A1F5L652	unreviewed	A0A1F5L652_9EURO	FAD-binding PCMH-type domain-containing protein	PENARI_c027G01123	Penicillium arizonense	571
A0A094HNX8	A0A094HNX8	unreviewed	A0A094HNX8_9PEZI	Helicase ATP-binding domain-containing protein	V501_01882	Pseudogymnoascus sp. VKM F-4519 (FW-2642)	832
A0A1V6QYV1	A0A1V6QYV1	unreviewed	A0A1V6QYV1_9EURO	Purine nucleoside permease	PENSOL_c026G06109	Penicillium solitum	375
A0A0E9NLL6	A0A0E9NLL6	unreviewed	A0A0E9NLL6_SAICN	Purine nucleoside permease	G7K_4860-t1	Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804)	396
A0A3D8RPE5	A0A3D8RPE5	unreviewed	A0A3D8RPE5_9HELO	Purine nucleoside permease	BP5796_06502	Coleophoma crateriformis	395
F9X660	F9X660	unreviewed	F9X660_ZYMTI	Purine nucleoside permease	MYCGRDRAFT_56473	Zymoseptoria tritici (strain CBS 115943 / IPO323) (Speckled leaf blotch fungus) (Septoria tritici)	372
A0A0K8L317	A0A0K8L317		A0A0K8L317_9EURO	deleted			
A0A5M9M9I3	A0A5M9M9I3	unreviewed	A0A5M9M9I3_9EURO	4Fe-4S ferredoxin-type domain-containing protein	ATNIH1004_011228	Aspergillus tanneri	186
A0A6P8BFQ5	A0A6P8BFQ5	unreviewed	A0A6P8BFQ5_PYRGI	Cdp-alcohol phosphatidyltransferase protein	PgNI_00301	Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea)	191
A0A1J9QWM7	A0A1J9QWM7	unreviewed	A0A1J9QWM7_9PEZI	Cdp-alcohol phosphatidyltransferase	BKCO1_3500025	Diplodia corticola	202
A0A1V6PAH7	A0A1V6PAH7	unreviewed	A0A1V6PAH7_PENDC	Uncharacterized protein	PENDEC_c013G01238	Penicillium decumbens	192
A0A4U0XZ18	A0A4U0XZ18	unreviewed	A0A4U0XZ18_9PEZI	Asl1-like glycosyl hydrolase catalytic domain-containing protein	B0A55_00809	Friedmanniomyces simplex	562
A0A0C9T4X4	A0A0C9T4X4	unreviewed	A0A0C9T4X4_PLICR	Glycoside hydrolase family 128 protein	PLICRDRAFT_363796	Plicaturopsis crispa FD-325 SS-3	237
A0A0C3RSH5	A0A0C3RSH5	unreviewed	A0A0C3RSH5_PHLG1	Glycoside hydrolase family 128 protein	PHLGI244900 PHLGIDRAFT_244900	Phlebiopsis gigantea (strain 11061_1 CR5-6) (White-rot fungus) (Peniophora gigantea)	263
A0A4S9M8I3	A0A4S9M8I3	unreviewed	A0A4S9M8I3_AURPU	Asl1-like glycosyl hydrolase catalytic domain-containing protein	D6C98_10299	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	507
S8FAJ8	S8FAJ8	unreviewed	S8FAJ8_FOMSC	Asl1-like glycosyl hydrolase catalytic domain-containing protein	FOMPIDRAFT_63867	Fomitopsis schrenkii (Brown rot fungus)	337
A0A1W5D808	A0A1W5D808	unreviewed	A0A1W5D808_9LECA	1,3-beta-glucanosyltransferase (EC 2.4.1.-)		Lasallia pustulata	910
A0A420J2Q4	A0A420J2Q4	unreviewed	A0A420J2Q4_9PEZI	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	GcM3_039006	Golovinomyces cichoracearum	445
A0A6A6D3H0	A0A6A6D3H0	unreviewed	A0A6A6D3H0_ZASCE	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	M409DRAFT_62632	Zasmidium cellare ATCC 36951	464
E9D5M7	E9D5M7	unreviewed	E9D5M7_COCPS	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	CPSG_04907	Coccidioides posadasii (strain RMSCC 757 / Silveira) (Valley fever fungus)	447
C0RZH6	C0RZH6		C0RZH6_PARBP	deleted			
A0A3D8RZZ4	A0A3D8RZZ4	unreviewed	A0A3D8RZZ4_9HELO	Palmitoyl-protein thioesterase 1 (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	BP6252_04236	Coleophoma cylindrospora	398
A0A2S7PJ68	A0A2S7PJ68	unreviewed	A0A2S7PJ68_9HELO	Palmitoyl-protein thioesterase 1 (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	CJF31_00006841	Rutstroemia sp. NJR-2017a BVV2	439
A0A136IMG9	A0A136IMG9	unreviewed	A0A136IMG9_9PEZI	Palmitoyl-protein thioesterase 1 (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	Micbo1qcDRAFT_168764	Microdochium bolleyi	373
A0A1L9WGV9	A0A1L9WGV9	unreviewed	A0A1L9WGV9_ASPA1	Palmitoyl-protein thioesterase 1 (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	ASPACDRAFT_7958	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	285
A0A7S1WZU8	A0A7S1WZU8	unreviewed	A0A7S1WZU8_9CHLO	Palmitoyl-protein thioesterase 1 (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	TCHU04912_LOCUS4176	Tetraselmis chuii	341
A0A1W5CV57	A0A1W5CV57	unreviewed	A0A1W5CV57_9LECA	Apple domain-containing protein		Lasallia pustulata	812
U1GB34	U1GB34	unreviewed	U1GB34_ENDPU	Apple domain-containing protein	EPUS_08071	Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus)	632
A0A6G1GSM7	A0A6G1GSM7	unreviewed	A0A6G1GSM7_9PEZI	DUF4185 domain-containing protein	K402DRAFT_423353	Aulographum hederae CBS 113979	377
A0A0D2CKV1	A0A0D2CKV1	unreviewed	A0A0D2CKV1_9EURO	Heterokaryon incompatibility domain-containing protein	PV07_09909	Cladophialophora immunda	1184
A0A3M7MXB1	A0A3M7MXB1	unreviewed	A0A3M7MXB1_9EURO	Large ribosomal subunit protein uL15/eL18 domain-containing protein	DV737_g3326	Chaetothyriales sp. CBS 132003	1116
A0A5B0QU40	A0A5B0QU40	unreviewed	A0A5B0QU40_PUCGR	Ubiquitin 3 binding protein But2 C-terminal domain-containing protein	PGT21_013740	Puccinia graminis f. sp. tritici	203
A0A5B0RFX7	A0A5B0RFX7	unreviewed	A0A5B0RFX7_PUCGR	Ecp2 effector protein domain-containing protein	PGT21_012291 PGTUg99_035139	Puccinia graminis f. sp. tritici	244
Q7XQ63	Q7XQ63	unreviewed	Q7XQ63_ORYSJ	OSJNBa0072K14.13 protein	OSJNBa0072K14.13	Oryza sativa subsp. japonica (Rice)	901
A0A3D1WFU0	A0A3D1WFU0	unreviewed	A0A3D1WFU0_9FIRM	Probable cell division protein WhiA	whiA DEV78_00215	Clostridiales bacterium	320
A0A4Z1J5Y0	A0A4Z1J5Y0	unreviewed	A0A4Z1J5Y0_9HELO	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	BELL_0796g00010	Botrytis elliptica	1130
A0A6A6RAV7	A0A6A6RAV7	unreviewed	A0A6A6RAV7_9PEZI	Alcohol oxidase	BU16DRAFT_600150	Lophium mytilinum	565
A0A6A6C1L6	A0A6A6C1L6	unreviewed	A0A6A6C1L6_ZASCE	GMC oxidoreductase	M409DRAFT_28552	Zasmidium cellare ATCC 36951	633
M3AR57	M3AR57	unreviewed	M3AR57_SPHMS	GMC oxidoreductase	SEPMUDRAFT_145262	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	606
M2N1R5	M2N1R5	unreviewed	M2N1R5_BAUPA	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	BAUCODRAFT_569073	Baudoinia panamericana (strain UAMH 10762) (Angels' share fungus) (Baudoinia compniacensis (strain UAMH 10762))	590
A0A7Y4ZUV7	A0A7Y4ZUV7	unreviewed	A0A7Y4ZUV7_9BACT	Serine/threonine protein phosphatase	HOO96_40755	Polyangiaceae bacterium	109
A0A3B6EDF8	A0A3B6EDF8	unreviewed	A0A3B6EDF8_WHEAT	Uncharacterized protein	CFC21_034223	Triticum aestivum (Wheat)	103
A0A183I9X1	A0A183I9X1	unreviewed	A0A183I9X1_9BILA	Transmembrane protein	SBAD_LOCUS414	Soboliphyme baturini	150
A0A066RS75	A0A066RS75	unreviewed	A0A066RS75_9GAMM	Permease	EA58_01410	Photobacterium galatheae	289
A0A351V5D3	A0A351V5D3		A0A351V5D3_9GAMM	deleted			
A0A2K0WBY6	A0A2K0WBY6	unreviewed	A0A2K0WBY6_GIBNY	Uncharacterized protein	FNYG_06887	Gibberella nygamai (Bean root rot disease fungus) (Fusarium nygamai)	307
A0A1L7VQS3	A0A1L7VQS3	unreviewed	A0A1L7VQS3_FUSPR	Sporozoite surface protein 2	FPRO_10111	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	285
A0A0F2MMU3	A0A0F2MMU3	unreviewed	A0A0F2MMU3_SPOSC	Uncharacterized protein	SPSK_06470	Sporothrix schenckii 1099-18	324
A0A167LT03	A0A167LT03	unreviewed	A0A167LT03_9HYPO	Uncharacterized protein	SPI_09394	Niveomyces insectorum RCEF 264	290
F0XHS9	F0XHS9	unreviewed	F0XHS9_GROCL	Uncharacterized protein	CMQ_2664	Grosmannia clavigera (strain kw1407 / UAMH 11150) (Blue stain fungus) (Graphiocladiella clavigera)	148
A0A1S8B712	A0A1S8B712	unreviewed	A0A1S8B712_9PEZI	Choline dehydrogenase	BK809_0004721	Diplodia seriata	618
R1FVG2	R1FVG2	unreviewed	R1FVG2_BOTPV	Putative gmc oxidoreductase protein	UCRNP2_10242	Botryosphaeria parva (strain UCR-NP2) (Grapevine canker fungus) (Neofusicoccum parvum)	598
E5AE28	E5AE28	unreviewed	E5AE28_LEPMJ	Similar to GMC oxidoreductase	LEMA_P002540.1	Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam)	697
A0A4Y8D169	A0A4Y8D169	unreviewed	A0A4Y8D169_9HELO	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	BOTCAL_0180g00200	Botryotinia calthae	600
K2SB16	K2SB16	unreviewed	K2SB16_MACPH	Glucose-methanol-choline oxidoreductase	MPH_00582	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	497
A0A2C5ZCQ5	A0A2C5ZCQ5	unreviewed	A0A2C5ZCQ5_9HYPO	C2 domain-containing protein	CDD80_534	Ophiocordyceps camponoti-rufipedis	1163
A0A4Q4UE84	A0A4Q4UE84	unreviewed	A0A4Q4UE84_9PEZI	PhoD-like phosphatase metallophosphatase domain-containing protein	DL766_008693	Monosporascus sp. MC13-8B	986
A0A4V4KKZ8	A0A4V4KKZ8	unreviewed	A0A4V4KKZ8_AURPU	Alkaline phosphatase	D6C89_04862	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	563
A0A4Q4ZXA0	A0A4Q4ZXA0	unreviewed	A0A4Q4ZXA0_9PEZI	PhoD-like phosphatase metallophosphatase domain-containing protein	DL770_000344	Monosporascus sp. CRB-9-2	390
A0A0D2YAN3	A0A0D2YAN3	unreviewed	A0A0D2YAN3_FUSOF	PhoD-like phosphatase metallophosphatase domain-containing protein		Fusarium oxysporum (strain Fo5176) (Fusarium vascular wilt)	547
A0A093XL89	A0A093XL89	unreviewed	A0A093XL89_9PEZI	SUN domain-containing protein	O988_09380	Pseudogymnoascus sp. VKM F-3808	473
A0A094DHB8	A0A094DHB8	unreviewed	A0A094DHB8_9PEZI	SUN domain-containing protein	V497_01963	Pseudogymnoascus sp. VKM F-4516 (FW-969)	415
A0A1B8D407	A0A1B8D407	unreviewed	A0A1B8D407_9PEZI	SUN domain-containing protein	VE04_06863	Pseudogymnoascus sp. 24MN13	396
A0A094D658	A0A094D658	unreviewed	A0A094D658_9PEZI	SUN domain-containing protein	V496_05577	Pseudogymnoascus sp. VKM F-4515 (FW-2607)	583
S3CEX6	S3CEX6	unreviewed	S3CEX6_OPHP1	Septation protein sun4	F503_00012	Ophiostoma piceae (strain UAMH 11346) (Sap stain fungus)	465
A0A2J6PEI4	A0A2J6PEI4	unreviewed	A0A2J6PEI4_9HELO	Copper radical oxidase	NA56DRAFT_713140	Hyaloscypha hepaticicola	803
A0A6A6XW66	A0A6A6XW66	unreviewed	A0A6A6XW66_9PLEO	WSC domain-containing protein 2	K505DRAFT_320950	Melanomma pulvis-pyrius CBS 109.77	815
A0A2S7NRU1	A0A2S7NRU1	unreviewed	A0A2S7NRU1_9HELO	Wsc domain-containing protein	CJF30_00004544	Rutstroemia sp. NJR-2017a BBW	384
A0A2J6TRP8	A0A2J6TRP8	unreviewed	A0A2J6TRP8_9HELO	WSC domain-containing protein	K444DRAFT_659857	Hyaloscypha bicolor E	308
A0A0N1NX87	A0A0N1NX87	unreviewed	A0A0N1NX87_9EURO	AB hydrolase-1 domain-containing protein	AB675_993	Phialophora attinorum	421
A0A5C6G0M3	A0A5C6G0M3	unreviewed	A0A5C6G0M3_9HYPO	Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein	ED733_001728	Metarhizium rileyi	858
A0A3E2HQZ0	A0A3E2HQZ0	unreviewed	A0A3E2HQZ0_SCYLI	AB hydrolase-1 domain-containing protein	B7463_g569	Scytalidium lignicola (Hyphomycete)	403
A0A7D8Z2A4	A0A7D8Z2A4	unreviewed	A0A7D8Z2A4_9HELO	20-hydroxy-prefusarin hydrolase FUS2	FUS2_0 LCER1_G009144	Lachnellula cervina	413
A0A428T211	A0A428T211	unreviewed	A0A428T211_9HYPO	AB hydrolase-1 domain-containing protein	CEP52_011701	Fusarium oligoseptatum	249
A0A6G1I2G3	A0A6G1I2G3	unreviewed	A0A6G1I2G3_9PEZI	tripeptidyl-peptidase II (EC 3.4.14.10)	EJ06DRAFT_336684	Trichodelitschia bisporula	634
A0A164QKC3	A0A164QKC3	unreviewed	A0A164QKC3_9AGAM	tripeptidyl-peptidase II (EC 3.4.14.10)	SISNIDRAFT_497362	Sistotremastrum niveocremeum HHB9708	630
A0A1W5CUV2	A0A1W5CUV2	unreviewed	A0A1W5CUV2_9LECA	Tripeptidyl peptidase protein		Lasallia pustulata	322
A0A1W5D6R8	A0A1W5D6R8	unreviewed	A0A1W5D6R8_9LECA	Tripeptidyl peptidase protein		Lasallia pustulata	358
A0A5M8PG71	A0A5M8PG71	unreviewed	A0A5M8PG71_9LECA	Tripeptidyl-peptidase 1	FRX48_08101	Lasallia pustulata	331
A0A2J5I6Z4	A0A2J5I6Z4	unreviewed	A0A2J5I6Z4_9EURO	Extracellular membrane protein CFEM domain-containing protein	BDW42DRAFT_190529	Aspergillus taichungensis	629
A0A0A1TKI7	A0A0A1TKI7	unreviewed	A0A0A1TKI7_9HYPO	Putative Beta-1,3-endoglucanase	VHEMI07022	[Torrubiella] hemipterigena	672
A0A0F8XQK1	A0A0F8XQK1	unreviewed	A0A0F8XQK1_9EURO	Extracellular membrane protein CFEM domain-containing protein	AOCH_002427	Aspergillus ochraceoroseus	767
A0A319E6R2	A0A319E6R2	unreviewed	A0A319E6R2_ASPSB	Extracellular membrane protein CFEM domain-containing protein	BO78DRAFT_400662	Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362)	784
A0A6A6HF69	A0A6A6HF69	unreviewed	A0A6A6HF69_9PEZI	Extracellular membrane protein CFEM domain-containing protein	EV356DRAFT_530672	Viridothelium virens	852
A0A060SPR1	A0A060SPR1	unreviewed	A0A060SPR1_PYCCI	Uncharacterized protein	BN946_scf184795.g6	Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina)	137
A0A0M7AUV9	A0A0M7AUV9	unreviewed	A0A0M7AUV9_9HYPH	Relaxase/mobilization nuclease-like protein	LAX5112_04958	Roseibium alexandrii	672
R7IHD2	R7IHD2	unreviewed	R7IHD2_9FIRM	Relaxase/Mobilisation nuclease domain	BN770_00009	Faecalibacterium sp. CAG:74	439
A0A1Y3REP1	A0A1Y3REP1	unreviewed	A0A1Y3REP1_9FIRM	MobA/VirD2-like nuclease domain-containing protein	B5G42_13810	Flavonifractor sp. An91	448
A0A3D4LHU0	A0A3D4LHU0	unreviewed	A0A3D4LHU0_9FIRM	Relaxase	DIV40_01240	Clostridiales bacterium	317
A0A2S7R5N2	A0A2S7R5N2	unreviewed	A0A2S7R5N2_9HELO	Alpha beta-hydrolase protein	CJF32_00010308	Rutstroemia sp. NJR-2017a WRK4	400
A0A139H3L5	A0A139H3L5	unreviewed	A0A139H3L5_9PEZI	AB hydrolase-1 domain-containing protein	AC578_10784	Pseudocercospora eumusae	439
A0A5M9J6M4	A0A5M9J6M4	unreviewed	A0A5M9J6M4_MONFR	AB hydrolase-1 domain-containing protein	EYC84_011878	Monilinia fructicola (Brown rot fungus) (Ciboria fructicola)	466
W3XMF4	W3XMF4	unreviewed	W3XMF4_PESFW	AB hydrolase-1 domain-containing protein	PFICI_01002	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	408
A0A2T3A8H9	A0A2T3A8H9	unreviewed	A0A2T3A8H9_9PEZI	Alpha/Beta hydrolase protein	BD289DRAFT_251201	Coniella lustricola	443
A0A4S8ZVY4	A0A4S8ZVY4	unreviewed	A0A4S8ZVY4_AURPU	Uncharacterized protein	D6D19_07776	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	364
A0A1Y1HSG8	A0A1Y1HSG8	unreviewed	A0A1Y1HSG8_KLENI	Pathogenesis-related thaumatin superfamily protein	KFL_000840170	Klebsormidium nitens (Green alga) (Ulothrix nitens)	525
A0A4T0ELW3	A0A4T0ELW3	unreviewed	A0A4T0ELW3_AURPU	Uncharacterized protein	D6C83_00273	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	324
A0A074YM75	A0A074YM75	unreviewed	A0A074YM75_AURSE	Uncharacterized protein	AUEXF2481DRAFT_38529	Aureobasidium subglaciale (strain EXF-2481) (Aureobasidium pullulans var. subglaciale)	396
X6N068	X6N068	unreviewed	X6N068_RETFI	Uncharacterized protein	RFI_18538	Reticulomyxa filosa	609
A0A6A5ZIG6	A0A6A5ZIG6	unreviewed	A0A6A5ZIG6_9PLEO	Uncharacterized protein	BDV96DRAFT_642416	Lophiotrema nucula	157
A0A1Y2A403	A0A1Y2A403	unreviewed	A0A1Y2A403_9PLEO	Uncharacterized protein	BCR34DRAFT_597053	Clohesyomyces aquaticus	138
A0A1Y1Y4L9	A0A1Y1Y4L9	unreviewed	A0A1Y1Y4L9_9PLEO	Alpha/beta hydrolase fold-1	BCR34DRAFT_608689	Clohesyomyces aquaticus	255
A0A2V1D9L3	A0A2V1D9L3	unreviewed	A0A2V1D9L3_9PLEO	Alpha/beta-hydrolase	DM02DRAFT_618364	Periconia macrospinosa	254
A0A370T947	A0A370T947	unreviewed	A0A370T947_9HELO	AB hydrolase-1 domain-containing protein	BP5553_10635	Venustampulla echinocandica	257
A0A6A6PD53	A0A6A6PD53	unreviewed	A0A6A6PD53_9PEZI	AB hydrolase-1 domain-containing protein	BDY21DRAFT_368051	Lineolata rhizophorae	261
A0A179H3Y2	A0A179H3Y2	unreviewed	A0A179H3Y2_PURLI	Alpha/beta hydrolase family domain-containing protein	VFPBJ_03186	Purpureocillium lilacinum (Paecilomyces lilacinus)	258
A0A1D1VXJ0	A0A1D1VXJ0	unreviewed	A0A1D1VXJ0_RAMVA	Expansin-like EG45 domain-containing protein	RvY_16176-1 RvY_16176.1 RvY_16176	Ramazzottius varieornatus (Water bear) (Tardigrade)	129
A0A6A6JPZ1	A0A6A6JPZ1	unreviewed	A0A6A6JPZ1_WESOR	RlpA-like protein double-psi beta-barrel domain-containing protein	EI97DRAFT_217290	Westerdykella ornata	217
A0A1R1Y825	A0A1R1Y825	unreviewed	A0A1R1Y825_9FUNG	Papain inhibitor	AYI70_g2510	Smittium culicis	277
A0A6A6Y9X1	A0A6A6Y9X1	unreviewed	A0A6A6Y9X1_9PEZI	RlpA-like protein double-psi beta-barrel domain-containing protein	BDZ99DRAFT_466491	Mytilinidion resinicola	222
A0A232LQE2	A0A232LQE2	unreviewed	A0A232LQE2_9EURO	RlpA-like protein double-psi beta-barrel domain-containing protein	Egran_05919	Elaphomyces granulatus	174
A0A395I706	A0A395I706	unreviewed	A0A395I706_ASPHC	Ig-like domain-containing protein	BO97DRAFT_383664	Aspergillus homomorphus (strain CBS 101889)	149
A0A6A5RM64	A0A6A5RM64	unreviewed	A0A6A5RM64_9PLEO	Ig-like domain-containing protein	M421DRAFT_396470	Didymella exigua CBS 183.55	151
A0A139IG81	A0A139IG81	unreviewed	A0A139IG81_9PEZI	Ig-like domain-containing protein	AC579_2343	Pseudocercospora musae	148
A0A2P5I4C4	A0A2P5I4C4	unreviewed	A0A2P5I4C4_9PEZI	Hydrolytic enzyme protein	DHEL01_v204239	Diaporthe helianthi	155
A0A1S9RY62	A0A1S9RY62	unreviewed	A0A1S9RY62_PENBI	Cupin type-2 domain-containing protein	PEBR_04038	Penicillium brasilianum	300
M3B913	M3B913	unreviewed	M3B913_PSEFD	Glycoside hydrolase family 16 protein	MYCFIDRAFT_16199	Pseudocercospora fijiensis (strain CIRAD86) (Black leaf streak disease fungus) (Mycosphaerella fijiensis)	230
A0A077WIX4	A0A077WIX4	unreviewed	A0A077WIX4_9FUNG	GH16 domain-containing protein	LRAMOSA09617	Lichtheimia ramosa	344
A0A163M349	A0A163M349	unreviewed	A0A163M349_ABSGL	GH16 domain-containing protein	ABSGL_06565.1 scaffold 8461	Absidia glauca (Pin mould)	396
I1CCI9	I1CCI9	unreviewed	I1CCI9_RHIO9	GH16 domain-containing protein	RO3G_10880	Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) (Mucormycosis agent) (Rhizopus arrhizus var. delemar)	222
A0A1B8D8I3	A0A1B8D8I3	unreviewed	A0A1B8D8I3_9PEZI	Biotrophy-associated secreted protein 2	VE04_04627	Pseudogymnoascus sp. 24MN13	293
A0A094CVI4	A0A094CVI4	unreviewed	A0A094CVI4_9PEZI	Biotrophy-associated secreted protein 2	V496_06238	Pseudogymnoascus sp. VKM F-4515 (FW-2607)	360
A0A093Y9G0	A0A093Y9G0	unreviewed	A0A093Y9G0_9PEZI	Biotrophy-associated secreted protein 2	O988_02654	Pseudogymnoascus sp. VKM F-3808	416
H6C9R4	H6C9R4	unreviewed	H6C9R4_EXODN	Biotrophy-associated secreted protein 2	HMPREF1120_08724	Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis)	308
A0A6A5W5A0	A0A6A5W5A0	unreviewed	A0A6A5W5A0_9PLEO	Biotrophy-associated secreted protein 2	P154DRAFT_580251	Amniculicola lignicola CBS 123094	222
A0A6A6P1F6	A0A6A6P1F6	unreviewed	A0A6A6P1F6_9PEZI	Uncharacterized protein	BDY21DRAFT_344429	Lineolata rhizophorae	159
A0A0D1ZG35	A0A0D1ZG35	unreviewed	A0A0D1ZG35_EXOME	GH16 domain-containing protein	PV10_04080	Exophiala mesophila (Black yeast)	438
A0A3M7MV44	A0A3M7MV44	unreviewed	A0A3M7MV44_9EURO	GH16 domain-containing protein	DV737_g3679	Chaetothyriales sp. CBS 132003	460
A0A3M7P075	A0A3M7P075	unreviewed	A0A3M7P075_9EURO	GH16 domain-containing protein	DV736_g343	Chaetothyriales sp. CBS 134916	689
D4AJR9	D4AJR9	reviewed	EGLX_ARTBC	Endo-1,3(4)-beta-glucanase ARB_04519 (EC 3.2.1.6)	ARB_04519	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	457
A0A5M8Q4I7	A0A5M8Q4I7	unreviewed	A0A5M8Q4I7_9LECA	GH16 domain-containing protein	FRX48_00640	Lasallia pustulata	342
A0A161W4D6	A0A161W4D6	unreviewed	A0A161W4D6_9PEZI	Ecp2 effector protein domain-containing protein	CT0861_05070	Colletotrichum tofieldiae	268
A0A655BNC5	A0A655BNC5	unreviewed	A0A655BNC5_SALET	Flagellar P-ring protein	flgI ERS008198_00322	Salmonella enterica subsp. enterica serovar Bovismorbificans	141
A0A3L5TTC5	A0A3L5TTC5	unreviewed	A0A3L5TTC5_MYTGA	PSI domain-containing protein	AM593_09943	Mytilus galloprovincialis (Mediterranean mussel)	251
A0A7R7XCD0	A0A7R7XCD0	unreviewed	A0A7R7XCD0_9EURO	Uncharacterized protein	APUU_11552A	Aspergillus puulaauensis	134
A0A1L9TST7	A0A1L9TST7	unreviewed	A0A1L9TST7_9EURO	Cyanovirin-N domain-containing protein	ASPSYDRAFT_41144	Aspergillus sydowii CBS 593.65	133
D8Q1E0	D8Q1E0	unreviewed	D8Q1E0_SCHCM	Uncharacterized protein	SCHCODRAFT_234301	Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus)	128
