"query","target","nident","fident","alnlen","mismatch","gapopen","qstart","qend","tstart","tend","prob","evalue","bits"
"64_FUN001015T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A090CF90-F1-model_v4",51,0.408,125,70,2,1,125,147,267,1,7.429e-14,494
"64_FUN001015T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A232M700-F1-model_v4",50,0.403,124,72,1,2,125,1,122,1,2.932e-13,479
"64_FUN001015T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A232LP15-F1-model_v4",45,0.354,127,77,2,1,127,8,129,1,2.932e-13,476
"400_FUN007280T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5M8Q482-F1-model_v4",96,0.385,249,99,8,2,203,70,311,1,2.469e-17,401
"400_FUN007280T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2K9YE87-F1-model_v4",98,0.39,251,99,8,2,202,69,315,1,5.734e-18,396
"400_FUN007280T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7J7PPK7-F1-model_v4",45,0.24,187,92,8,2,158,57,223,1,6.206e-08,183
"427_FUN007902T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A094IDM6-F1-model_v4",103,0.382,269,146,7,1,254,25,288,1,5.761e-28,1098
"427_FUN007902T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6WAA7-F1-model_v4",95,0.353,269,151,9,5,254,32,296,1,1.313e-26,1002
"427_FUN007902T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A093ZEF1-F1-model_v4",99,0.369,268,143,7,3,249,33,295,1,1.242e-26,996
"427_FUN007902T1unrelaxedrank001alphafold2ptm.pdb","AF-S3CUG3-F1-model_v4",94,0.344,273,160,7,3,258,34,304,1,2.025e-25,991
"427_FUN007902T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A094EE62-F1-model_v4",90,0.358,251,131,8,3,236,31,268,1,1.353e-20,661
"42_FUN000646T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0K8LLL5-F1-model_v4",38,0.292,130,62,6,11,129,77,187,1,1.111e-06,225
"42_FUN000646T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0K6G181-F1-model_v4",37,0.27,137,68,8,7,129,43,161,1,1.426e-06,224
"42_FUN000646T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A369JQB7-F1-model_v4",30,0.211,142,90,8,3,129,172,306,1,1.949e-06,207
"42_FUN000646T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-B9MP17-F1-model_v4",6,0.13,46,40,0,75,120,38,83,0.411,0.8025,48
"42_FUN000646T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A173MDH6-F1-model_v4",5,0.087,57,45,2,74,125,536,590,0.326,0.6251,45
"432_FUN007976T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2V5IAQ6-F1-model_v4",7,0.09,77,64,1,4,80,5,75,0.024,4.928,19
"433_FUN007985T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7G5IQH8-F1-model_v4",29,0.126,229,133,13,6,212,25,208,1,6.802e-05,159
"433_FUN007985T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5N6WVU1-F1-model_v4",33,0.144,229,135,12,6,212,25,214,1,0.0001065,151
"433_FUN007985T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2G7G581-F1-model_v4",31,0.149,207,124,11,6,196,25,195,1,0.0008022,143
"433_FUN007985T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1S9DTU9-F1-model_v4",37,0.152,242,129,16,1,212,16,211,1,0.0001669,138
"433_FUN007985T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6YSH2-F1-model_v4",27,0.117,230,152,15,5,205,22,229,1,0.003447,128
"438_FUN008135T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A167V6T8-F1-model_v4",29,0.467,62,33,0,1,62,22,83,1,0.0008161,214
"438_FUN008135T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0D2B448-F1-model_v4",26,0.426,61,35,0,1,61,24,84,1,0.003138,194
"438_FUN008135T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A420HNA1-F1-model_v4",19,0.306,62,42,1,1,61,34,95,1,0.01852,160
"438_FUN008135T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A545A5P6-F1-model_v4",24,0.428,56,32,0,1,56,23,78,1,0.02515,157
"438_FUN008135T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0F8BMQ6-F1-model_v4",15,0.25,60,45,0,3,62,24,83,1,0.0805,144
"439_FUN008146T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1W5DCK7-F1-model_v4",250,0.536,466,201,2,2,452,37,502,1,3.809e-66,2512
"439_FUN008146T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A094AVS9-F1-model_v4",170,0.347,489,275,12,2,453,33,514,1,2.688e-48,1663
"439_FUN008146T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A286UMF2-F1-model_v4",139,0.293,473,284,18,2,453,370,813,1,5.213e-41,1379
"439_FUN008146T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1J8PP07-F1-model_v4",148,0.325,455,260,12,2,435,66,494,1,1.009e-42,1376
"439_FUN008146T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2N5U6F5-F1-model_v4",138,0.3,460,281,13,2,447,18,450,1,3.235e-40,1294
"532_FUN009730T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5N6T2C2-F1-model_v4",12,0.279,43,26,2,1,38,24,66,0.996,0.4606,90
"534_FUN009743T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7R7XV22-F1-model_v4",47,0.183,256,132,13,4,188,24,273,1,4.849e-05,175
"534_FUN009743T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A679J236-F1-model_v4",24,0.123,195,138,5,1,188,64,232,1,0.001896,151
"534_FUN009743T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A839VES2-F1-model_v4",24,0.116,206,140,7,2,192,468,646,1,0.01565,120
"534_FUN009743T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2T3BFT4-F1-model_v4",27,0.097,276,146,16,5,189,20,283,1,0.006802,113
"534_FUN009743T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A845X5T5-F1-model_v4",30,0.159,188,112,10,14,190,188,340,0.999,0.06274,96
"536_FUN009758T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A317VTY9-F1-model_v4",216,0.36,600,322,16,1,547,64,654,1,3.092e-71,2463
"536_FUN009758T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6V8H8J1-F1-model_v4",230,0.38,605,313,12,1,547,20,620,1,1.757e-69,2405
"536_FUN009758T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4U0UAI6-F1-model_v4",213,0.362,588,323,10,6,545,6,589,1,1.979e-67,2302
"536_FUN009758T1unrelaxedrank001alphafold2ptm.pdb","AF-M9MGF0-F1-model_v4",195,0.324,601,331,17,10,546,38,627,1,4.355e-60,1980
"536_FUN009758T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5N6KKW1-F1-model_v4",193,0.335,575,272,15,13,547,30,534,1,1.392e-52,1567
"474_FUN008841T1unrelaxedrank001alphafold2ptm.pdb","AF-W6YBH2-F1-model_v4",312,0.616,506,143,4,2,456,26,531,1,1.318e-76,2881
"474_FUN008841T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0A2IML7-F1-model_v4",234,0.474,493,220,5,3,456,21,513,1,9.628e-66,2387
"474_FUN008841T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0M9WAW5-F1-model_v4",236,0.476,495,216,6,3,456,6,498,1,8.797e-64,2360
"474_FUN008841T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5N6SCB4-F1-model_v4",226,0.472,478,210,5,3,440,13,488,1,3.636e-62,2223
"474_FUN008841T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2P5HH75-F1-model_v4",284,0.602,471,127,5,32,452,1,461,1,2.849e-62,2091
"486_FUN009038T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A436ZYR3-F1-model_v4",140,0.271,515,295,15,2,457,65,558,1,2.304e-40,1505
"486_FUN009038T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A6QP31-F1-model_v4",120,0.264,454,284,18,1,423,23,457,1,1.441e-33,1134
"486_FUN009038T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5N7A383-F1-model_v4",98,0.188,519,343,20,1,467,23,515,1,1.305e-30,1023
"486_FUN009038T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A0L1JEV2-F1-model_v4",96,0.186,516,352,21,1,467,23,519,1,7.209e-32,1011
"486_FUN009038T1unrelaxedrank001alphafold2ptm.pdb","AF-U4LW39-F1-model_v4",57,0.234,243,162,4,178,397,2,243,1,8.65e-15,518
"585_FUN010384T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5M8Q3Y7-F1-model_v4",14,0.122,114,92,3,134,241,93,204,1,0.0006552,170
"585_FUN010384T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5M8Q1C8-F1-model_v4",12,0.107,112,88,4,134,238,67,173,1,0.001234,150
"585_FUN010384T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5M8PDW0-F1-model_v4",11,0.1,110,91,5,135,239,81,187,1,0.003898,141
"585_FUN010384T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5M8PLK1-F1-model_v4",13,0.118,110,87,4,134,237,82,187,1,0.02602,121
"585_FUN010384T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5M8Q3A6-F1-model_v4",8,0.07,113,93,5,135,240,58,165,1,0.03469,118
"590_FUN010442T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2U3B169-F1-model_v4",10,0.116,86,71,4,7,89,390,473,0.999,0.01305,97
"590_FUN010442T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2G9P5A2-F1-model_v4",10,0.101,99,74,7,1,89,263,356,0.998,0.04869,93
"590_FUN010442T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A2EV84-F1-model_v4",5,0.054,91,78,4,1,89,948,1032,0.986,0.2419,81
"590_FUN010442T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3N2MF18-F1-model_v4",7,0.076,92,73,6,1,89,40,122,0.975,0.2562,77
"590_FUN010442T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2Y9M1X9-F1-model_v4",5,0.056,88,72,4,4,89,111,189,0.795,0.8052,61
"592_FUN010449T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4S9VFN0-F1-model_v4",184,0.559,329,138,1,1,322,379,707,1,2.265e-44,1860
"592_FUN010449T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1V1TI33-F1-model_v4",144,0.436,330,168,7,1,322,83,402,1,7.616e-37,1467
"592_FUN010449T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A553HMQ6-F1-model_v4",147,0.448,328,167,7,1,322,103,422,1,6.878e-36,1371
"592_FUN010449T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5N6EB18-F1-model_v4",127,0.386,329,188,5,1,322,3,324,1,2.744e-34,1307
"592_FUN010449T1unrelaxedrank001alphafold2ptm.pdb","AF-B8NWE1-F1-model_v4",146,0.51,286,130,4,44,322,2,284,1,2.118e-32,1294
"595_FUN010550T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6H0XPF1-F1-model_v4",44,0.237,185,116,9,2,163,29,211,1,2.477e-13,547
"595_FUN010550T1unrelaxedrank001alphafold2ptm.pdb","AF-W3WJ19-F1-model_v4",36,0.201,179,122,9,3,163,51,226,1,2.946e-12,511
"595_FUN010550T1unrelaxedrank001alphafold2ptm.pdb","AF-W3WUU5-F1-model_v4",34,0.195,174,117,9,4,161,31,197,1,5.702e-12,481
"595_FUN010550T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4U0TPV7-F1-model_v4",43,0.24,179,109,11,5,162,21,193,1,9.433e-11,432
"595_FUN010550T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A542MDZ2-F1-model_v4",25,0.14,178,107,14,6,159,22,177,1,9.916e-05,164
"597_FUN010590T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1E1KC66-F1-model_v4",213,0.575,370,138,5,2,354,20,387,1,6.326e-52,1806
"597_FUN010590T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A179TXI2-F1-model_v4",183,0.486,376,166,5,6,354,109,484,1,2.654e-48,1670
"597_FUN010590T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A218Z8S1-F1-model_v4",188,0.501,375,165,4,1,354,143,516,1,2.804e-48,1666
"597_FUN010590T1unrelaxedrank001alphafold2ptm.pdb","AF-C0NW72-F1-model_v4",181,0.476,380,172,5,2,354,53,432,1,3.906e-47,1619
"597_FUN010590T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1W5DAU1-F1-model_v4",210,0.589,356,121,2,2,332,69,424,1,3.144e-46,1592
"602_FUN010665T1unrelaxedrank001alphafold2ptm.pdb","AF-Q0UJL2-F1-model_v4",23,0.198,116,78,7,120,232,132,235,1,0.002626,127
"602_FUN010665T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7U2HV09-F1-model_v4",19,0.157,121,77,9,4,121,89,187,1,0.01457,110
"602_FUN010665T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2T2ND65-F1-model_v4",15,0.131,114,85,4,122,232,86,188,0.996,0.1491,89
"602_FUN010665T1unrelaxedrank001alphafold2ptm.pdb","AF-W4K012-F1-model_v4",18,0.138,130,75,11,2,120,51,154,0.971,0.05268,76
"602_FUN010665T1unrelaxedrank001alphafold2ptm.pdb","AF-W3WPG9-F1-model_v4",14,0.112,124,87,10,2,117,35,143,0.72,0.8273,58
"137_FUN002446T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A3D1R632-F1-model_v4",14,0.229,61,40,3,14,71,37,93,0.179,4.019,38
"137_FUN002446T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A520QWA0-F1-model_v4",19,0.283,67,35,5,15,73,405,466,0.15,3.762,36
"137_FUN002446T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-G9PBL3-F1-model_v4",16,0.238,67,37,6,14,71,432,493,0.106,7.785,32
"139_FUN002475T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-R0KMA8-F1-model_v4",14,0.126,111,85,4,123,232,38,137,1,0.002584,120
"139_FUN002475T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A0F8CN12-F1-model_v4",18,0.153,117,79,7,123,232,110,213,0.999,0.01117,97
"139_FUN002475T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1Y2A4L8-F1-model_v4",18,0.144,125,78,7,3,117,52,157,0.997,0.03559,91
"139_FUN002475T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1Y2V8S8-F1-model_v4",11,0.07,155,96,7,89,234,78,193,0.411,0.3399,48
"370_FUN006694T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4S8T8Y1-F1-model_v4",182,0.592,307,116,2,1,306,26,324,1,3.811e-41,1627
"370_FUN006694T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A074Y7S9-F1-model_v4",176,0.464,379,125,3,1,303,19,395,1,1.565e-39,1255
"370_FUN006694T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4T0DK12-F1-model_v4",183,0.533,343,121,4,1,304,19,361,1,6.839e-39,1238
"370_FUN006694T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4S8Z962-F1-model_v4",167,0.547,305,132,2,1,304,6,305,1,4.591e-37,1070
"370_FUN006694T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3M6YY33-F1-model_v4",153,0.448,341,146,7,1,303,23,359,1,2.697e-32,977
"377_FUN006869T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1V1TIS2-F1-model_v4",54,0.339,159,94,7,62,214,27,180,1,3.906e-16,546
"377_FUN006869T1unrelaxedrank001alphafold2ptm.pdb","AF-L2G4D3-F1-model_v4",83,0.351,236,123,12,1,214,27,254,1,2.695e-19,546
"377_FUN006869T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A439CST8-F1-model_v4",50,0.333,150,89,7,71,214,71,215,1,6.512e-15,527
"377_FUN006869T1unrelaxedrank001alphafold2ptm.pdb","AF-T0KXA6-F1-model_v4",46,0.285,161,99,8,63,214,9,162,1,6.655e-14,488
"377_FUN006869T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7X4K013-F1-model_v4",30,0.172,174,105,10,67,214,46,206,1,5.707e-07,180
"381_FUN006926T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6A5YYD8-F1-model_v4",39,0.091,424,224,26,15,296,64,468,0.994,0.07052,87
"381_FUN006926T1unrelaxedrank001alphafold2ptm.pdb","AF-W9N7B8-F1-model_v4",27,0.105,255,157,14,90,274,29,282,0.967,0.08907,75
"387_FUN007039T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3M7MWN4-F1-model_v4",96,0.548,175,73,2,15,184,296,469,1,6.399e-23,818
"387_FUN007039T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3M0WE15-F1-model_v4",95,0.542,175,74,2,15,184,185,358,1,6.04e-23,816
"387_FUN007039T1unrelaxedrank001alphafold2ptm.pdb","AF-C0NXA0-F1-model_v4",85,0.485,175,84,3,15,184,100,273,1,1.226e-19,728
"387_FUN007039T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1E3Q3W3-F1-model_v4",76,0.431,176,92,4,15,184,110,283,1,1.733e-19,725
"387_FUN007039T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A059J8K7-F1-model_v4",79,0.456,173,91,1,15,184,104,276,1,1.092e-19,673
"52_FUN000747T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A2G7FL77-F1-model_v4",137,0.33,414,232,11,3,380,29,433,1,5.992e-42,1509
"52_FUN000747T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-Q8NKB6-F1-model_v4",136,0.329,413,234,9,3,380,29,433,1,6.839e-41,1495
"52_FUN000747T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A225APP5-F1-model_v4",138,0.332,415,235,9,3,383,29,435,1,1.968e-41,1493
"52_FUN000747T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A1S9D9K6-F1-model_v4",136,0.328,414,233,10,3,380,492,896,1,3.467e-41,1492
"52_FUN000747T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A093UPS6-F1-model_v4",139,0.357,389,224,10,6,376,2,382,1,5.881e-40,1421
"539_FUN009833T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A151GRG3-F1-model_v4",40,0.186,215,134,11,19,225,63,244,1,3.762e-06,199
"539_FUN009833T1unrelaxedrank001alphafold2ptm.pdb","AF-T5ACR4-F1-model_v4",43,0.179,240,139,11,3,221,38,240,1,1.02e-05,186
"539_FUN009833T1unrelaxedrank001alphafold2ptm.pdb","AF-T5A9M5-F1-model_v4",35,0.151,231,149,10,5,217,60,261,1,1.078e-05,170
"539_FUN009833T1unrelaxedrank001alphafold2ptm.pdb","AF-T5AAM7-F1-model_v4",49,0.185,264,134,14,1,222,24,248,1,2.921e-05,161
"539_FUN009833T1unrelaxedrank001alphafold2ptm.pdb","AF-E2L3X2-F1-model_v4",33,0.173,190,104,9,35,216,4,148,1,0.003425,128
"591_FUN010443T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1G4BKS9-F1-model_v4",35,0.192,182,129,7,3,173,28,202,1,3.073e-10,363
"591_FUN010443T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6G1GH91-F1-model_v4",39,0.21,185,118,9,2,173,34,203,0,1.421e-08,-2147483648
"591_FUN010443T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A6H0XVY1-F1-model_v4",34,0.18,188,134,8,2,174,26,208,0,1.424e-09,-2147483648
"591_FUN010443T1unrelaxedrank001alphafold2ptm.pdb","AF-G1XUG8-F1-model_v4",31,0.178,174,135,4,6,172,33,205,0,3.254e-11,-2147483648
"591_FUN010443T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A2D3UQP5-F1-model_v4",32,0.172,185,135,7,3,173,57,237,0,3.639e-12,-2147483648
"593_FUN010470T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A5N6J8L9-F1-model_v4",78,0.343,227,113,6,23,226,19,232,1,1.735e-16,543
"593_FUN010470T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A8B6S7C1-F1-model_v4",46,0.319,144,93,3,84,224,1,142,1,4.096e-10,430
"593_FUN010470T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A1G6CG09-F1-model_v4",51,0.354,144,87,4,84,224,1,141,1,5.419e-10,420
"593_FUN010470T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A833LKK4-F1-model_v4",51,0.351,145,86,5,84,224,1,141,1,8.021e-10,407
"593_FUN010470T1unrelaxedrank001alphafold2ptm.pdb","AF-D6V5H9-F1-model_v4",50,0.29,172,104,4,63,225,1,163,1,6.024e-09,327
"594_FUN010474T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4Q2YRE3-F1-model_v4",39,0.236,165,104,9,9,169,267,413,1,7.954e-07,240
"594_FUN010474T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A010QXK6-F1-model_v4",32,0.175,182,123,9,1,171,600,765,1,2.021e-06,239
"594_FUN010474T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A3M1RXR0-F1-model_v4",34,0.178,191,121,10,3,174,58,231,1,4.499e-07,234
"594_FUN010474T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A7S6M730-F1-model_v4",21,0.12,174,135,10,1,170,22,181,1,6.139e-07,234
"594_FUN010474T1unrelaxedrank001alphafold2ptm.pdb","AF-A0A4Q3BQY7-F1-model_v4",33,0.192,171,112,9,9,173,128,278,1,1.73e-06,232
"245_FUN004466T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A1S1VSI8-F1-model_v4",173,0.558,310,137,0,1,310,16,325,0,4.123e-43,-2147483648
"245_FUN004466T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A3N2Q222-F1-model_v4",168,0.541,310,141,1,1,310,18,326,0,9.08e-44,-2147483648
"245_FUN004466T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A2C5YAV5-F1-model_v4",177,0.57,310,133,0,1,310,18,327,0,2.174e-43,-2147483648
"245_FUN004466T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-N4VAI7-F1-model_v4",170,0.548,310,140,0,1,310,16,325,0,1.886e-44,-2147483648
"245_FUN004466T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A2S4L9G4-F1-model_v4",164,0.529,310,146,0,1,310,18,327,0,6.962e-43,-2147483648
"252_FUN004818T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A5M8PXI5-F1-model_v4",126,0.486,259,125,3,4,254,39,297,1,1.841e-22,892
"252_FUN004818T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A1Y1ZT51-F1-model_v4",102,0.389,262,146,7,1,253,38,294,1,2.572e-22,874
"252_FUN004818T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A6A6NPE1-F1-model_v4",89,0.397,224,132,3,26,247,38,260,1,3.464e-20,810
"252_FUN004818T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-G2RFH3-F1-model_v4",107,0.414,258,147,2,1,254,30,287,1,2.772e-20,799
"252_FUN004818T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A6A6Z455-F1-model_v4",102,0.4,255,145,5,2,254,36,284,1,5.409e-20,775
"254_FUN004870T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A6G1GWR7-F1-model_v4",136,0.647,210,69,1,2,206,1,210,1,5.252e-31,1159
"254_FUN004870T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A6G1JBK6-F1-model_v4",124,0.587,211,80,3,1,204,20,230,1,1.04e-29,1107
"254_FUN004870T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-R8BNX8-F1-model_v4",106,0.502,211,99,2,2,206,25,235,1,2.829e-28,1053
"254_FUN004870T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-X0A4E5-F1-model_v4",111,0.541,205,88,2,5,203,95,299,1,2.194e-28,1043
"254_FUN004870T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A6A6TZA6-F1-model_v4",88,0.431,204,114,2,4,206,278,480,1,6.781e-23,853
"259_FUN004931T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A1Z5TV29-F1-model_v4",34,0.472,72,36,1,1,70,13,84,0,0.0008976,-2147483648
"259_FUN004931T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A3M7FPV7-F1-model_v4",31,0.442,70,36,1,1,70,13,79,0,0.0003632,-2147483648
"259_FUN004931T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-M3D3T5-F1-model_v4",29,0.42,69,38,1,4,70,248,316,0,0.0001561,-2147483648
"259_FUN004931T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A3M7GBQ1-F1-model_v4",32,0.438,73,38,1,1,73,114,183,0,0.000749,-2147483648
"259_FUN004931T1unrelaxedrank001alphafold2ptmmodel2seed000.pdb","AF-A0A1P8YXY7-F1-model_v4",34,0.492,69,35,0,4,72,432,500,0,0.0002854,-2147483648
"260_FUN004938T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A3M7N675-F1-model_v4",241,0.644,374,133,0,10,383,73,446,1,1.726e-62,2552
"260_FUN004938T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-V9DGY0-F1-model_v4",236,0.646,365,129,0,20,384,46,410,1,3.916e-61,2525
"260_FUN004938T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A022XP71-F1-model_v4",227,0.621,365,137,1,20,383,1,365,1,1.068e-60,2471
"260_FUN004938T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-E9D0Y3-F1-model_v4",215,0.626,343,128,0,40,382,38,380,1,6.249e-59,2438
"260_FUN004938T1unrelaxedrank001alphafold2ptmmodel3seed000.pdb","AF-A0A2P4ZD02-F1-model_v4",241,0.656,367,117,2,16,382,389,746,1,2.085e-60,2398
"268_FUN005039T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1V8SC36-F1-model_v4",34,0.207,164,96,7,21,157,611,767,1,6.292e-09,306
"268_FUN005039T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1V8VA03-F1-model_v4",35,0.213,164,95,7,21,157,514,670,1,9.701e-09,303
"268_FUN005039T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A1V1SX27-F1-model_v4",25,0.139,179,114,7,16,157,41,216,1,1.386e-07,240
"268_FUN005039T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-M7T4Y7-F1-model_v4",18,0.111,162,113,4,21,154,53,211,1,1.207e-06,230
"268_FUN005039T1unrelaxedrank001alphafold2ptmmodel4seed000.pdb","AF-A0A2P5HYD8-F1-model_v4",22,0.13,169,109,9,19,154,31,194,1,1.135e-06,199
